Row,Site,Date,EggIDXSec,Meso_Type,Sub_Cat_8,Total_Depth,Mid_Velocity,Data_Type,Site_Code,SQRT_Velocity,Depth_Squared,Sub_Cont_8,Sub_Cat_6,Sub_Cont_6,velocity_plus_0005,Velocity_plus_005,SQRT_Vel005,Sub_Medians_Bldfix600,SubMedians_2,SubScoreBedadjusted,SubMedianBedadjusted,RandomSite,RandomDataType,RandomDepth,RandomSQRTVEL005,RandomDepthSqrd,RandomSubScoreBedADJ,Roughness_Sqyared,RandomSubBed_6,RandomSubBed6SQRD
170,NF AMERICAN,39974,13,RUN,4,0.26,0.13,AVAILABLE,5,0.360555128,0.0676,96,4,160,0.1305,0.135,0.367423461,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,3,RUN,7,0.38,0.49,AVAILABLE,4,0.7,0.1444,512,5,428,0.4905,0.495,0.703562364,428,183184,6,428,,,,,,,,,
170,RUBICON,39962,5,RIFFLE,6,0.21,0.02,AVAILABLE,7,0.141421356,0.0441,334,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,13,RUN,7,0.15,0,AVAILABLE,6,0,0.0225,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,9,RUN,3,0.7,0.03,AVAILABLE,6,0.173205081,0.49,31,3,32,0.0305,0.035,0.187082869,32,1024,3,32,,,,,,,,,
170,NF FEATHER,39966,9,RUN,5,0.65,0.61,AVAILABLE,6,0.781024968,0.4225,192,4,160,0.6105,0.615,0.784219357,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,10,RUN,8,0.1,0.09,AVAILABLE,4,0.3,0.01,600,6,800,0.0905,0.095,0.3082207,600,360000,4,294,,,,,,,,,
170,RUBICON,39962,11,RUN,5,0.39,0.36,AVAILABLE,7,0.6,0.1521,192,4,160,0.3605,0.365,0.604152299,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,6,POOL,2,1.02,0.26,AVAILABLE,7,0.509901951,1.0404,2,2,1.025,0.2605,0.265,0.514781507,1.025,1.050625,2,1.025,,,,,,,,,
170,NF FEATHER,39966,11,RUN,5,0.2,0,AVAILABLE,6,0,0.04,192,4,160,0.0005,0.005,0.070710678,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,7,RAPID,5,0.88,0.35,AVAILABLE,4,0.591607978,0.7744,192,4,160,0.3505,0.355,0.595818764,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,5,RIFFLE,5,0.51,0.48,AVAILABLE,7,0.692820323,0.2601,192,4,160,0.4805,0.485,0.696419414,160,25600,5,160,,,,,,,,,
170,NF FEATHER,39966,5,RUN,5,0.3,0.01,AVAILABLE,6,0.1,0.09,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,8,RIFFLE,3,0.25,0.02,AVAILABLE,4,0.141421356,0.0625,31,3,32,0.0205,0.025,0.158113883,32,1024,3,32,,,,,,,,,
170,NFMF AMERICAN,39967,12,RUN,5,1.04,0.62,AVAILABLE,4,0.787400787,1.0816,192,4,160,0.6205,0.625,0.790569415,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,6,RIFFLE,4,0.4,0.49,AVAILABLE,5,0.7,0.16,96,4,160,0.4905,0.495,0.703562364,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,11,RUN,5,0.26,0.37,AVAILABLE,7,0.608276253,0.0676,192,4,160,0.3705,0.375,0.612372436,160,25600,5,160,,,,,,,,,
170,MF FEATHER,39980,8,POOL,8,0.9,0.23,AVAILABLE,2,0.479583152,0.81,600,6,800,0.2305,0.235,0.484767986,600,360000,4,294,,,,,,,,,
170,NF FEATHER,39966,1,RUN,7,0.89,0.13,AVAILABLE,6,0.360555128,0.7921,512,5,428,0.1305,0.135,0.367423461,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,7,RUN,7,0.88,0.27,AVAILABLE,5,0.519615242,0.7744,512,5,428,0.2705,0.275,0.524404424,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,9,POOL,4,0.25,0.04,AVAILABLE,5,0.2,0.0625,96,4,160,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,1,RIFFLE,6,0.78,1.06,AVAILABLE,7,1.029563014,0.6084,334,5,428,1.0605,1.065,1.031988372,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,5,RUN,5,0.74,0.33,AVAILABLE,6,0.574456265,0.5476,192,4,160,0.3305,0.335,0.578791845,160,25600,5,160,,,,,,,,,
170,MF FEATHER,39980,10,RUN,3,0.54,0.19,AVAILABLE,2,0.435889894,0.2916,31,3,32,0.1905,0.195,0.441588043,32,1024,3,32,,,,,,,,,
170,MF YUBA,39966,8,RAPID,3,0.08,0.05,AVAILABLE,3,0.223606798,0.0064,31,3,32,0.0505,0.055,0.234520788,32,1024,3,32,,,,,,,,,
170,RUBICON,39962,5,RIFFLE,5,0.21,0,AVAILABLE,7,0,0.0441,192,4,160,0.0005,0.005,0.070710678,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,5,RUN,5,1.1,0.21,AVAILABLE,4,0.458257569,1.21,192,4,160,0.2105,0.215,0.463680925,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,5,RIFFLE,5,0.52,0.86,AVAILABLE,5,0.92736185,0.2704,192,4,160,0.8605,0.865,0.930053762,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,9,RIFFLE,7,0.22,0.42,AVAILABLE,7,0.64807407,0.0484,512,5,428,0.4205,0.425,0.651920241,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,3,RAPID,7,1.06,0.37,AVAILABLE,6,0.608276253,1.1236,512,5,428,0.3705,0.375,0.612372436,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,9,RUN,7,0.58,0.28,AVAILABLE,4,0.529150262,0.3364,512,5,428,0.2805,0.285,0.533853913,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,13,RUN,7,0.7,0.08,AVAILABLE,6,0.282842712,0.49,512,5,428,0.0805,0.085,0.291547595,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,9,RAPID,2,0.06,0.01,AVAILABLE,3,0.1,0.0036,2,2,1.025,0.0105,0.015,0.122474487,1.025,1.050625,2,1.025,,,,,,,,,
170,MF FEATHER,39980,3,RIFFLE,7,0.4,1.48,AVAILABLE,2,1.216552506,0.16,512,5,428,1.4805,1.485,1.218605761,428,183184,6,428,,,,,,,,,
170,RUBICON,39962,2,POOL,5,0.49,0.19,AVAILABLE,7,0.435889894,0.2401,192,4,160,0.1905,0.195,0.441588043,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,10,RUN,6,0.35,1.09,AVAILABLE,7,1.044030651,0.1225,334,5,428,1.0905,1.095,1.046422477,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,8,POOL,2,0.16,0,AVAILABLE,5,0,0.0256,2,2,1.025,0.0005,0.005,0.070710678,1.025,1.050625,2,1.025,,,,,,,,,
170,NF AMERICAN,39974,10,POOL,3,0.14,0.04,AVAILABLE,5,0.2,0.0196,31,3,32,0.0405,0.045,0.212132034,32,1024,3,32,,,,,,,,,
170,NFMF AMERICAN,39967,4,RIFFLE,7,1,0.08,AVAILABLE,4,0.282842712,1,512,5,428,0.0805,0.085,0.291547595,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,8,RAPID,3,0.01,0.1,AVAILABLE,3,0.316227766,0.0001,31,3,32,0.1005,0.105,0.324037035,32,1024,3,32,,,,,,,,,
170,RUBICON,39962,5,RIFFLE,4,0.24,0.06,AVAILABLE,7,0.244948974,0.0576,96,4,160,0.0605,0.065,0.254950976,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,13,RUN,5,0.66,1.05,AVAILABLE,5,1.024695077,0.4356,192,4,160,1.0505,1.055,1.027131929,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,3,RUN,6,0.42,1.43,AVAILABLE,5,1.195826074,0.1764,334,5,428,1.4305,1.435,1.197914855,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,9,POOL,4,0.64,0.01,AVAILABLE,5,0.1,0.4096,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,6,RIFFLE,6,0.58,0.91,AVAILABLE,5,0.953939201,0.3364,334,5,428,0.9105,0.915,0.956556323,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,3,RAPID,6,0.56,0.57,AVAILABLE,6,0.754983444,0.3136,334,5,428,0.5705,0.575,0.758287544,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,10,POOL,3,0.1,0.08,AVAILABLE,5,0.282842712,0.01,31,3,32,0.0805,0.085,0.291547595,32,1024,3,32,,,,,,,,,
170,MF FEATHER,39980,7,POOL,8,0.12,0,AVAILABLE,2,0,0.0144,600,6,800,0.0005,0.005,0.070710678,600,360000,4,294,,,,,,,,,
170,MF FEATHER,39980,13,POOL,8,0.2,0.09,AVAILABLE,2,0.3,0.04,600,6,800,0.0905,0.095,0.3082207,600,360000,4,294,,,,,,,,,
170,MF FEATHER,39980,9,RAPID,2,0.14,0.04,AVAILABLE,2,0.2,0.0196,2,2,1.025,0.0405,0.045,0.212132034,1.025,1.050625,2,1.025,,,,,,,,,
170,MF FEATHER,39980,4,RIFFLE,5,0.58,0.57,AVAILABLE,2,0.754983444,0.3364,192,4,160,0.5705,0.575,0.758287544,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,4,RIFFLE,7,0.14,0.01,AVAILABLE,4,0.1,0.0196,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,4,RUN,6,0.54,0.6,AVAILABLE,3,0.774596669,0.2916,334,5,428,0.6005,0.605,0.777817459,428,183184,6,428,,,,,,,,,
170,RUBICON,39962,3,POOL,5,0.4,0.01,AVAILABLE,7,0.1,0.16,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,9,RIFFLE,7,0.48,1.48,AVAILABLE,7,1.216552506,0.2304,512,5,428,1.4805,1.485,1.218605761,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,4,RIFFLE,7,0.7,0.06,AVAILABLE,4,0.244948974,0.49,512,5,428,0.0605,0.065,0.254950976,428,183184,6,428,,,,,,,,,
170,RUBICON,39962,6,POOL,5,0.79,0.19,AVAILABLE,7,0.435889894,0.6241,192,4,160,0.1905,0.195,0.441588043,160,25600,5,160,,,,,,,,,
170,MF YUBA,39966,9,RAPID,7,0.22,0.93,AVAILABLE,3,0.964365076,0.0484,512,5,428,0.9305,0.935,0.96695398,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,9,RUN,8,0.42,0.03,AVAILABLE,4,0.173205081,0.1764,600,6,800,0.0305,0.035,0.187082869,600,360000,4,294,,,,,,,,,
170,NF AMERICAN,39974,7,RUN,8,0.72,0.32,AVAILABLE,5,0.565685425,0.5184,600,6,800,0.3205,0.325,0.570087713,600,360000,4,294,,,,,,,,,
170,NF FEATHER,39966,1,RUN,7,0.94,0,AVAILABLE,6,0,0.8836,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,9,RUN,7,0.5,0.37,AVAILABLE,6,0.608276253,0.25,512,5,428,0.3705,0.375,0.612372436,428,183184,6,428,,,,,,,,,
170,MF FEATHER,39980,5,RUN,8,0.04,0,AVAILABLE,2,0,0.0016,600,6,800,0.0005,0.005,0.070710678,600,360000,4,294,,,,,,,,,
170,MF YUBA,39966,8,RAPID,6,0.42,0.91,AVAILABLE,3,0.953939201,0.1764,334,5,428,0.9105,0.915,0.956556323,428,183184,6,428,,,,,,,,,
170,NF FEATHER,39966,1,RUN,4,0.22,0.44,AVAILABLE,6,0.663324958,0.0484,96,4,160,0.4405,0.445,0.667083203,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,4,RIFFLE,5,0.46,0.09,AVAILABLE,5,0.3,0.2116,192,4,160,0.0905,0.095,0.3082207,160,25600,5,160,,,,,,,,,
170,MF YUBA,39966,5,POOL,6,0.98,0.27,AVAILABLE,3,0.519615242,0.9604,334,5,428,0.2705,0.275,0.524404424,428,183184,6,428,,,,,,,,,
170,MF FEATHER,39980,6,RUN,8,0.4,0.58,AVAILABLE,2,0.761577311,0.16,600,6,800,0.5805,0.585,0.764852927,600,360000,4,294,,,,,,,,,
170,MF YUBA,39966,5,POOL,7,0.44,0.28,AVAILABLE,3,0.529150262,0.1936,512,5,428,0.2805,0.285,0.533853913,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,4,RIFFLE,7,0.84,0.56,AVAILABLE,4,0.748331477,0.7056,512,5,428,0.5605,0.565,0.751664819,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,7,RAPID,4,0.8,0.01,AVAILABLE,4,0.1,0.64,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
170,MF YUBA,39966,9,RAPID,4,0.32,0.02,AVAILABLE,3,0.141421356,0.1024,96,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
170,NF AMERICAN,39974,7,RUN,8,0.68,0.67,AVAILABLE,5,0.818535277,0.4624,600,6,800,0.6705,0.675,0.821583836,600,360000,4,294,,,,,,,,,
170,MF FEATHER,39980,3,RIFFLE,7,0.22,0.95,AVAILABLE,2,0.974679434,0.0484,512,5,428,0.9505,0.955,0.977241014,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,5,POOL,4,1.08,0.52,AVAILABLE,3,0.721110255,1.1664,96,4,160,0.5205,0.525,0.724568837,160,25600,5,160,,,,,,,,,
170,MF FEATHER,39980,5,RUN,7,0.57,0.12,AVAILABLE,2,0.346410162,0.3249,512,5,428,0.1205,0.125,0.353553391,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,9,RAPID,4,0.2,0.1,AVAILABLE,3,0.316227766,0.04,96,4,160,0.1005,0.105,0.324037035,160,25600,5,160,,,,,,,,,
170,RUBICON,39962,3,POOL,5,0.95,0.34,AVAILABLE,7,0.583095189,0.9025,192,4,160,0.3405,0.345,0.587367006,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,12,RUN,4,0.6,0.01,AVAILABLE,4,0.1,0.36,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
170,MF YUBA,39966,9,RAPID,6,0.28,0.01,AVAILABLE,3,0.1,0.0784,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,9,RAPID,5,0.66,0.92,AVAILABLE,3,0.959166305,0.4356,192,4,160,0.9205,0.925,0.961769203,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,12,RUN,4,0.82,0.67,AVAILABLE,4,0.818535277,0.6724,96,4,160,0.6705,0.675,0.821583836,160,25600,5,160,,,,,,,,,
170,MF FEATHER,39980,9,RAPID,6,0.14,0.01,AVAILABLE,2,0.1,0.0196,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
170,MF FEATHER,39980,7,POOL,8,0.65,0.41,AVAILABLE,2,0.640312424,0.4225,600,6,800,0.4105,0.415,0.644204936,600,360000,4,294,,,,,,,,,
170,NF AMERICAN,39974,4,RIFFLE,5,0.84,1.06,AVAILABLE,5,1.029563014,0.7056,192,4,160,1.0605,1.065,1.031988372,160,25600,5,160,,,,,,,,,
170,NFMF AMERICAN,39967,3,RUN,6,0.5,0.97,AVAILABLE,4,0.98488578,0.25,334,5,428,0.9705,0.975,0.987420883,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,7,RAPID,3,0.38,0.19,AVAILABLE,4,0.435889894,0.1444,31,3,32,0.1905,0.195,0.441588043,32,1024,3,32,,,,,,,,,
170,NFMF AMERICAN,39967,6,RAPID,7,0.48,0.09,AVAILABLE,4,0.3,0.2304,512,5,428,0.0905,0.095,0.3082207,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,5,RUN,7,0.58,0.25,AVAILABLE,4,0.5,0.3364,512,5,428,0.2505,0.255,0.504975247,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,13,RUN,6,0.48,0.64,AVAILABLE,5,0.8,0.2304,334,5,428,0.6405,0.645,0.80311892,428,183184,6,428,,,,,,,,,
170,NFMF AMERICAN,39967,1,POOL,8,0.76,0.55,AVAILABLE,4,0.741619849,0.5776,600,6,800,0.5505,0.555,0.744983221,600,360000,4,294,,,,,,,,,
170,NFMF AMERICAN,39967,6,RAPID,7,0.53,0.18,AVAILABLE,4,0.424264069,0.2809,512,5,428,0.1805,0.185,0.430116263,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,3,RUN,3,0.62,0.82,AVAILABLE,5,0.905538514,0.3844,31,3,32,0.8205,0.825,0.908295106,32,1024,3,32,,,,,,,,,
170,MF FEATHER,39980,2,RUN,6,0.54,0.25,AVAILABLE,2,0.5,0.2916,334,5,428,0.2505,0.255,0.504975247,428,183184,6,428,,,,,,,,,
170,MF YUBA,39966,2,CA3ADE,6,0.56,0.91,AVAILABLE,3,0.953939201,0.3136,334,5,428,0.9105,0.915,0.956556323,428,183184,6,428,,,,,,,,,
170,NF AMERICAN,39974,3,RUN,4,0.18,0.04,AVAILABLE,5,0.2,0.0324,96,4,160,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
170,NF FEATHER,39966,13,RUN,5,0.85,0.53,AVAILABLE,6,0.728010989,0.7225,192,4,160,0.5305,0.535,0.731436942,160,25600,5,160,,,,,,,,,
170,NF FEATHER,39966,13,RUN,5,0.59,0.21,AVAILABLE,6,0.458257569,0.3481,192,4,160,0.2105,0.215,0.463680925,160,25600,5,160,,,,,,,,,
1,NF FEATHER,39951,3,RUN,6,0.36,0.03,USE,6,0.173205081,0.1296,334,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
2,RUBICON,39962,5,POOL,6,0.33,0.05,USE,7,0.223606798,0.1089,334,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
3,MF YUBA,39966,13,POOL,4,0.35,0.06,USE,3,0.244948974,0.1225,96,4,160,0.0605,0.065,0.254950976,160,25600,5,160,,,,,,,,,
4,CLAVEY,39980,2,,7,0.65,0.06,USE,1,0.244948974,0.4225,512,5,,0.0605,0.065,0.254950976,428,183184,6,428,,,,,,,,,
5,MF YUBA,39966,5,POOL,4,0.61,0.05,USE,3,0.223606798,0.3721,96,4,160,0.0505,0.055,0.234520788,160,25600,5,160,,,,,,,,,
6,RUBICON,39962,18,RUN,6,0.58,0.07,USE,7,0.264575131,0.3364,334,5,428,0.0705,0.075,0.273861279,428,183184,6,428,,,,,,,,,
7,MF YUBA,39974,20,POOL,7,0.87,0.05,USE,3,0.223606798,0.7569,512,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
8,NF FEATHER,39958,26,RUN,7,0.41,0.04,USE,6,0.2,0.1681,512,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
9,NFMF AMERICAN,39975,13,RUN,7,0.36,0.08,USE,4,0.282842712,0.1296,512,5,428,0.0805,0.085,0.291547595,428,183184,6,428,,,,,,,,,
10,NF FEATHER,39966,45,RUN,5,0.25,0.12,USE,6,0.346410162,0.0625,192,4,160,0.1205,0.125,0.353553391,160,25600,5,160,,,,,,,,,
11,RUBICON,39962,8,POOL,7,0.44,0.03,USE,7,0.173205081,0.1936,512,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
12,MF FEATHER,39980,5,POOL,4,0.63,0.23,USE,2,0.479583152,0.3969,96,4,160,0.2305,0.235,0.484767986,160,25600,5,160,,,,,,,,,
13,NF FEATHER,39966,47,RUN,6,0.36,0.01,USE,6,0.1,0.1296,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
14,NFMF AMERICAN,39967,9,RUN,5,0.28,0.01,USE,4,0.1,0.0784,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
15,CLAVEY,39980,4,,7,0.5,0.03,USE,1,0.173205081,0.25,512,5,,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
16,NF FEATHER,39951,9,RUN,5,0.34,0.02,USE,6,0.141421356,0.1156,192,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
17,NF FEATHER,39966,46,RUN,7,0.28,0.01,USE,6,0.1,0.0784,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
18,MF YUBA,39966,4,POOL,5,0.72,0.01,USE,3,0.1,0.5184,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
19,NF FEATHER,39958,28,RUN,6,0.3,0.02,USE,6,0.141421356,0.09,334,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
20,MF YUBA,39981,23,POOL,7,0.37,0,USE,3,0,0.1369,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
21,MF YUBA,39966,14,POOL,5,0.4,0.02,USE,3,0.141421356,0.16,192,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
22,MF YUBA,39966,15,POOL,4,0.84,0.05,USE,3,0.223606798,0.7056,96,4,160,0.0505,0.055,0.234520788,160,25600,5,160,,,,,,,,,
23,RUBICON,39962,7,POOL,7,0.48,0.03,USE,7,0.173205081,0.2304,512,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
24,NF FEATHER,39966,41,RUN,7,0.27,0.04,USE,6,0.2,0.0729,512,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
25,NF FEATHER,39958,20,RUN,7,0.31,0,USE,6,0,0.0961,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
26,RUBICON,39962,6,POOL,7,0.3,0,USE,7,0,0.09,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
27,NF FEATHER,39951,5,RUN,5,0.3,0.13,USE,6,0.360555128,0.09,192,4,160,0.1305,0.135,0.367423461,160,25600,5,160,,,,,,,,,
28,MF YUBA,39966,10,POOL,6,0.55,0,USE,3,0,0.3025,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
29,MF YUBA,39966,1,POOL,7,0.5,0.01,USE,3,0.1,0.25,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
30,NF AMERICAN,39974,6,RUN,7,0.32,0.05,USE,5,0.223606798,0.1024,512,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
31,NF AMERICAN,39980,14,POOL,8,0.3,0.02,USE,5,0.141421356,0.09,600,6,800,0.0205,0.025,0.158113883,600,360000,4,294,,,,,,,,,
32,NF FEATHER,39966,33,RUN,5,0.3,0.09,USE,6,0.3,0.09,192,4,160,0.0905,0.095,0.3082207,160,25600,5,160,,,,,,,,,
33,NF FEATHER,39966,48,RUN,6,0.26,0,USE,6,0,0.0676,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
34,NF FEATHER,39958,16,RUN,6,0.4,0,USE,6,0,0.16,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
35,NF FEATHER,39966,30,RUN,5,0.41,0.01,USE,6,0.1,0.1681,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
36,NF FEATHER,39966,49,RUN,6,0.31,0.17,USE,6,0.412310563,0.0961,334,5,428,0.1705,0.175,0.418330013,428,183184,6,428,,,,,,,,,
37,MF FEATHER,39980,2,RUN,6,0.18,0.01,USE,2,0.1,0.0324,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
38,MF FEATHER,39980,6,POOL,4,0.48,0.2,USE,2,0.447213595,0.2304,96,4,160,0.2005,0.205,0.452769257,160,25600,5,160,,,,,,,,,
39,NF AMERICAN,39974,9,RUN,5,0.1,0.06,USE,5,0.244948974,0.01,192,4,160,0.0605,0.065,0.254950976,160,25600,5,160,,,,,,,,,
40,MF YUBA,39966,11,POOL,5,0.45,0.01,USE,3,0.1,0.2025,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
41,NFMF AMERICAN,39967,11,RUN,,0.16,0,USE,4,0,0.0256,,,,0.0005,0.005,0.070710678,,,,,,,,,,,,,
42,RUBICON,39962,9,POOL,7,0.45,0.21,USE,7,0.458257569,0.2025,512,5,428,0.2105,0.215,0.463680925,428,183184,6,428,,,,,,,,,
43,NF FEATHER,39966,35,RUN,5,0.4,0.04,USE,6,0.2,0.16,192,4,160,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
44,MF FEATHER,39983,10,RUN,,0.5,0.3,USE,2,0.547722558,0.25,,,,0.3005,0.305,0.552268051,,,,,,,,,,,,,
45,MF FEATHER,39980,4,POOL,4,0.46,0.21,USE,2,0.458257569,0.2116,96,4,160,0.2105,0.215,0.463680925,160,25600,5,160,,,,,,,,,
46,RUBICON,39968,21,RIFFLE,6,0.27,0.03,USE,7,0.173205081,0.0729,334,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
47,MF YUBA,39966,12,POOL,4,0.43,0.01,USE,3,0.1,0.1849,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
48,NFMF AMERICAN,39967,6,RUN,,0.34,0.04,USE,4,0.2,0.1156,,,,0.0405,0.045,0.212132034,,,,,,,,,,,,,
49,NF FEATHER,39966,38,RUN,7,0.2,0.18,USE,6,0.424264069,0.04,512,5,428,0.1805,0.185,0.430116263,428,183184,6,428,,,,,,,,,
50,NFMF AMERICAN,39967,7,RUN,7,0.46,0.01,USE,4,0.1,0.2116,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
51,NF AMERICAN,39980,13,RIFFLE,6,0.14,0.04,USE,5,0.2,0.0196,334,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
52,NF FEATHER,39951,10,RUN,6,0.14,0.01,USE,6,0.1,0.0196,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
53,NF FEATHER,39966,44,RUN,7,0.28,0.19,USE,6,0.435889894,0.0784,512,5,428,0.1905,0.195,0.441588043,428,183184,6,428,,,,,,,,,
54,NFMF AMERICAN,39961,2,RUN,6,0.48,0.01,USE,4,0.1,0.2304,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
55,NF FEATHER,39966,34,RUN,5,0.3,0.11,USE,6,0.331662479,0.09,192,4,160,0.1105,0.115,0.339116499,160,25600,5,160,,,,,,,,,
56,NF AMERICAN,39969,3,POOL,5,0.25,0.03,USE,5,0.173205081,0.0625,192,4,160,0.0305,0.035,0.187082869,160,25600,5,160,,,,,,,,,
57,RUBICON,39954,2,RIFFLE,7,0.26,0.01,USE,7,0.1,0.0676,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
58,NF FEATHER,39951,12,RUN,6,0.36,0.19,USE,6,0.435889894,0.1296,334,5,428,0.1905,0.195,0.441588043,428,183184,6,428,,,,,,,,,
59,NF FEATHER,39966,39,RUN,5,0.28,0.09,USE,6,0.3,0.0784,192,4,160,0.0905,0.095,0.3082207,160,25600,5,160,,,,,,,,,
60,NFMF AMERICAN,39967,5,RIFFLE,7,0.3,0.01,USE,4,0.1,0.09,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
